,time,"('susceptible', '0-4')","('susceptible', '5-9')","('susceptible', '10-14')","('susceptible', '15-19')","('susceptible', '20-24')","('susceptible', '25-29')","('susceptible', '30-34')","('susceptible', '35-39')","('susceptible', '40-44')","('susceptible', '45-49')","('susceptible', '50-54')","('susceptible', '55-59')","('susceptible', '60-64')","('susceptible', '65-69')","('susceptible', '70+')",susceptible,"('exposed', '0-4')","('exposed', '5-9')","('exposed', '10-14')","('exposed', '15-19')","('exposed', '20-24')","('exposed', '25-29')","('exposed', '30-34')","('exposed', '35-39')","('exposed', '40-44')","('exposed', '45-49')","('exposed', '50-54')","('exposed', '55-59')","('exposed', '60-64')","('exposed', '65-69')","('exposed', '70+')",exposed,"('infected (active)', '0-4')","('infected (active)', '5-9')","('infected (active)', '10-14')","('infected (active)', '15-19')","('infected (active)', '20-24')","('infected (active)', '25-29')","('infected (active)', '30-34')","('infected (active)', '35-39')","('infected (active)', '40-44')","('infected (active)', '45-49')","('infected (active)', '50-54')","('infected (active)', '55-59')","('infected (active)', '60-64')","('infected (active)', '65-69')","('infected (active)', '70+')",infected (active),"('infected (total)', '0-4')","('infected (total)', '5-9')","('infected (total)', '10-14')","('infected (total)', '15-19')","('infected (total)', '20-24')","('infected (total)', '25-29')","('infected (total)', '30-34')","('infected (total)', '35-39')","('infected (total)', '40-44')","('infected (total)', '45-49')","('infected (total)', '50-54')","('infected (total)', '55-59')","('infected (total)', '60-64')","('infected (total)', '65-69')","('infected (total)', '70+')",infected (total),"('removed', '0-4')","('removed', '5-9')","('removed', '10-14')","('removed', '15-19')","('removed', '20-24')","('removed', '25-29')","('removed', '30-34')","('removed', '35-39')","('removed', '40-44')","('removed', '45-49')","('removed', '50-54')","('removed', '55-59')","('removed', '60-64')","('removed', '65-69')","('removed', '70+')",removed,"('hospitalized (active)', '0-4')","('hospitalized (active)', '5-9')","('hospitalized (active)', '10-14')","('hospitalized (active)', '15-19')","('hospitalized (active)', '20-24')","('hospitalized (active)', '25-29')","('hospitalized (active)', '30-34')","('hospitalized (active)', '35-39')","('hospitalized (active)', '40-44')","('hospitalized (active)', '45-49')","('hospitalized (active)', '50-54')","('hospitalized (active)', '55-59')","('hospitalized (active)', '60-64')","('hospitalized (active)', '65-69')","('hospitalized (active)', '70+')",hospitalized (active),"('in ICU', '0-4')","('in ICU', '5-9')","('in ICU', '10-14')","('in ICU', '15-19')","('in ICU', '20-24')","('in ICU', '25-29')","('in ICU', '30-34')","('in ICU', '35-39')","('in ICU', '40-44')","('in ICU', '45-49')","('in ICU', '50-54')","('in ICU', '55-59')","('in ICU', '60-64')","('in ICU', '65-69')","('in ICU', '70+')",in ICU,"('deaths', '0-4')","('deaths', '5-9')","('deaths', '10-14')","('deaths', '15-19')","('deaths', '20-24')","('deaths', '25-29')","('deaths', '30-34')","('deaths', '35-39')","('deaths', '40-44')","('deaths', '45-49')","('deaths', '50-54')","('deaths', '55-59')","('deaths', '60-64')","('deaths', '65-69')","('deaths', '70+')",deaths
0,0.0,255923.916,306286.916,308824.74700000003,296670.663,313943.41000000003,355684.242,350781.15699999995,360781.073,346474.15699999995,314372.242,355793.41000000003,368870.663,359618.74700000003,356959.916,874313.916,5525299.175000001,0.084,0.084,0.252,0.336,0.588,0.756,0.84,0.924,0.84,0.756,0.588,0.336,0.252,0.084,0.084,6.803999999999999,0.0,0.0,0.001,0.001,0.002,0.002,0.003,0.003,0.003,0.002,0.002,0.001,0.001,0.0,0.0,0.021000000000000005,0.024,0.024,0.072,0.096,0.16799999999999998,0.216,0.24,0.264,0.24,0.216,0.16799999999999998,0.096,0.072,0.024,0.024,1.9440000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027303557192678164,0.0276390189264384,0.0782769077221292,0.11156498928163751,0.19261007884638112,0.24705854153948503,0.2737484725773341,0.30143146165426044,0.2745118847879505,0.2468704617217954,0.27419885211784784,0.15764789216883737,0.11763564277673777,0.06845081972479113,0.06883026930523124,2.467778850343535,0.0,0.0,2.857142857142857e-05,2.857142857142857e-05,5.714285714285714e-05,5.714285714285714e-05,8.571428571428573e-05,8.571428571428573e-05,8.571428571428573e-05,5.714285714285714e-05,5.714285714285714e-05,2.857142857142857e-05,2.857142857142857e-05,0.0,0.0,0.0006000000000000002,0.0,0.0,0.0,0.0001728,0.0003024,0.00038879999999999996,0.00048,0.000528,0.00048,0.000432,0.001008,0.000576,0.0007919999999999998,0.000744,0.000912,0.006816000000000001
1,1.0,255923.89339232314,306286.89079943625,308824.7097993679,296670.6305411034,313943.37308119965,355684.19901920675,350781.1151259691,360781.02456820203,346474.1092867527,314372.2005072867,355793.36585151503,368870.6325563551,359618.7274488917,356959.9045526516,874313.9033635677,5525298.679893828,0.08363628665174463,0.08599261023519836,0.2231254357735765,0.2819454742218525,0.4753604514752512,0.6071082783619481,0.6692281447294982,0.7383011711357107,0.6745255053278536,0.6057580608973676,0.48191912129695325,0.2801142098140571,0.2071091513412418,0.07351007481337875,0.07458944389740661,5.562223419973038,0.020821125461591435,0.021045914097932945,0.060585732335166065,0.0790010505877554,0.13670881292329204,0.17490482782879183,0.19445712885404542,0.21386629041410993,0.1949717141854289,0.174773869265137,0.13734606044409914,0.07882622695981041,0.05903460448130291,0.01983897760709855,0.019943200067943194,1.5861255355135053,0.04789608190049847,0.048569317210056674,0.13575012450673613,0.17655584977767214,0.3038172718500718,0.3894595081034138,0.4312080413512852,0.4749431917530602,0.4327215729508153,0.3890737316849622,0.30569117751341524,0.1760326313754449,0.1311740432403548,0.04500287851810822,0.045311269684973315,3.533206691420869,0.0021502647330949656,0.0021620394208775864,0.00648946404998281,0.008512371804407972,0.014849535930066476,0.018967687024821447,0.02118875718289339,0.023264336439379113,0.021216027709020972,0.0189607831909649,0.014883303250352881,0.008503208119443963,0.006407352539589681,0.0020982959753612267,0.002103788482703878,0.17175721585296128,0.032277840759449984,0.03317203731391794,0.0881633596112518,0.12249332940985315,0.2078932612635886,0.2658882432030587,0.29361543586561095,0.3237190255253536,0.29546813434894537,0.2654572852436855,0.2977376781851279,0.172460129699674,0.1279137275205028,0.07652098191643678,0.07745018214244334,2.6802306520089005,0.0,0.0,3.4285714285714284e-05,3.4285714285714284e-05,6.857142857142857e-05,6.857142857142857e-05,0.00010285714285714287,0.00010285714285714287,0.00010285714285714287,6.857142857142857e-05,6.857142857142857e-05,3.4285714285714284e-05,3.4285714285714284e-05,0.0,0.0,0.0007199999999999999,0.0,0.0,0.0,0.0003456,0.0006048,0.0007775999999999999,0.00096,0.001056,0.00096,0.000864,0.002016,0.001152,0.0015839999999999997,0.001488,0.001824,0.013632000000000002
2,2.0,255923.83630157897,306286.8263013635,308824.61462856486,296670.5485818168,313943.2808067351,355684.09160159563,350781.01037716883,360780.90341226064,346473.9897865673,314372.0966425253,355793.25541324454,368870.55634451064,359618.6784113204,356959.875722823,874313.8714806684,5525297.435812743,0.11311326038801521,0.12143071924238709,0.2515034462941709,0.28403337982590793,0.4384335148775323,0.5507658498730316,0.5951023054427468,0.6614497937802206,0.6120711343207047,0.5466304059883319,0.4593513634822678,0.27757768777965347,0.19880114112100652,0.0806205080720314,0.08412070288986699,5.2750052133778755,0.04220292437203552,0.04372347216976191,0.11026532084774048,0.1370829163709492,0.22887261831826888,0.2913838463906458,0.3210143625689533,0.35423480331960716,0.3242777590870348,0.290568782857624,0.23290495126252414,0.135901963014544,0.10027401255857694,0.03595946158141633,0.036628320671975245,2.685295515391658,0.08021415629707424,0.08326380842216727,0.20760825201935637,0.25770824401364584,0.4290839903865096,0.5468211794957085,0.6012372714777843,0.6639288471188376,0.6075990398995881,0.5452538476816284,0.4369344242226346,0.2553405421696316,0.1879743692749281,0.06803730939583147,0.06934575622493531,5.040351038100261,0.008382236260865365,0.0085444450759539,0.02360266800569169,0.030301887062870122,0.05188713170064148,0.06624870807523062,0.07350616305467361,0.08090314226753693,0.07386453929049352,0.06615828595099296,0.052330440744502,0.030175838525196633,0.022513526025359682,0.0076972073134083914,0.007770308058760489,0.6038865274121774,0.03897719696506141,0.040861014804760336,0.1008503219055048,0.135356253724531,0.22438795157639962,0.285864209323321,0.3142565064978053,0.3470772535448161,0.31777220850148746,0.2851087971158061,0.3239564307657508,0.1894973720635911,0.13946681066236086,0.08648256450660516,0.08826221139255376,2.9181771033503554,0.0,0.0,3.9999999999999996e-05,3.9999999999999996e-05,7.999999999999999e-05,7.999999999999999e-05,0.00012000000000000002,0.00012000000000000002,0.00012000000000000002,7.999999999999999e-05,7.999999999999999e-05,3.9999999999999996e-05,3.9999999999999996e-05,0.0,0.0,0.00084,0.0,0.0,0.0,0.0005184,0.0009071999999999999,0.0011664,0.00144,0.0015840000000000001,0.00144,0.0012959999999999998,0.0030239999999999998,0.001728,0.0023759999999999996,0.002232,0.002736,0.020448
3,3.0,255923.75265087216,306286.7295526501,308824.4713776148,296670.42836966633,313943.14798031456,355683.93704234535,350780.8593277587,360780.72867265716,346473.8170265546,314371.9466411431,355793.09615885327,368870.4462838324,359618.6073624371,356959.8336876282,874313.824876102,5525295.627010429,0.15827265894273976,0.17605058505616733,0.31456892374480977,0.31874325373962303,0.4457594871685509,0.5491996318542314,0.5794530959080759,0.6500539462402166,0.6112239455290159,0.5421156860551283,0.48462288962047234,0.3049578315172248,0.21160762707751535,0.09739850920951655,0.10403343079393912,5.548061502457227,0.06963462525552279,0.07421721467351934,0.16322639769505737,0.18987947816652356,0.3011651136887993,0.3800638630333167,0.4138455575507242,0.458679251333447,0.422842921016085,0.37792513853839776,0.31223206268609605,0.1863235091661304,0.1349411885925037,0.05240559365977627,0.054267036611799664,3.5916489516676995,0.1254349159949999,0.13356397558107222,0.29748508737501633,0.34877774508210957,0.5564438438632384,0.703735360025489,0.7667952988800917,0.8496585460446138,0.7822344529078784,0.7001440436973794,0.575398106971341,0.34247135117455296,0.24843369129707535,0.09586545488426476,0.0990695935946322,6.625511467373755,0.019441843629744725,0.020179550072933126,0.05082706372611241,0.06300760185760086,0.10509508458259083,0.1336941597002685,0.14737358779222387,0.16259414528752997,0.14890657877187125,0.13331803234972686,0.10698619441103924,0.062434826860346876,0.04608874731349226,0.01650826894458538,0.016823430745810122,1.2332791160458765,0.04764972825366105,0.05111936646927157,0.11710221426211259,0.1507489400599404,0.24278149457928208,0.30784626766276685,0.33662674627379074,0.37257241781909695,0.3424390151685336,0.30671889576841366,0.35389955097760206,0.20940469822433366,0.1527766610884808,0.09872075551257728,0.10168984895355682,3.1920966010734197,0.0,0.0,4.571428571428571e-05,4.571428571428571e-05,9.142857142857142e-05,9.142857142857142e-05,0.00013714285714285716,0.00013714285714285716,0.00013714285714285716,9.142857142857142e-05,9.142857142857142e-05,4.571428571428571e-05,4.571428571428571e-05,0.0,0.0,0.00096,0.0,0.0,0.0,0.0006912,0.0012096,0.0015551999999999999,0.00192,0.002112,0.00192,0.001728,0.004032,0.002304,0.0031679999999999994,0.002976,0.003648,0.027264000000000004
4,4.0,255923.64489773603,306286.60116417706,308824.2802428045,296670.27325916046,313942.9807829572,355683.7426034521,350780.6687215233,360780.50809598697,346473.5982597981,314371.7569649994,355792.8952203443,368870.30715788197,359618.5171684347,356959.7798915756,874313.7650476922,5525293.319478525,0.21316133381490898,0.24464928379953063,0.4036760729989594,0.37516862584477073,0.4810951341236554,0.582632345174317,0.6020312267723354,0.6812816505676565,0.6505354961158119,0.5731690962701844,0.5397978472481181,0.35076675455123435,0.2378575940970771,0.12022599677789436,0.13049000819098783,6.186538466347442,0.10516248895915832,0.11525025380192642,0.22649563140090323,0.24514699282602284,0.36623878411665756,0.45724260850801124,0.4912182748585015,0.5472865175127569,0.5090138099706161,0.4533210616502565,0.3879851336775516,0.23732446430273055,0.16854955377063768,0.07107293546567768,0.07479080894591256,4.45609931976732,0.18633815422783104,0.20346377095236667,0.4128211082318619,0.45596878103775834,0.6938995964699971,0.8702017443610082,0.9388042208150447,1.0443104462068014,0.9681017375123961,0.8639066426317178,0.7296260633279461,0.44269042390347707,0.31639300389624025,0.13021573967794886,0.13635245307777158,8.393093886330167,0.03677844117966162,0.03893628530475539,0.08958549107419402,0.10642522099108459,0.17188312449502488,0.21752159416346284,0.2380289749539282,0.26333584488894224,0.24219089577272618,0.21654484272735985,0.1769966747757647,0.10475089912387694,0.07642441761668346,0.02880949218548979,0.029671490776253508,2.0378836900292083,0.05855138267747741,0.0644029437126749,0.13774340471768282,0.16923676415137542,0.2636454405191017,0.33254266302930424,0.3615165876234002,0.4010937802729703,0.3703299447308809,0.3310390427274384,0.3884563057785186,0.2327426689797103,0.168262736919679,0.11360020606861312,0.11814041350719404,3.511304285416022,0.0,0.0,5.142857142857142e-05,5.142857142857142e-05,0.00010285714285714284,0.00010285714285714284,0.0001542857142857143,0.0001542857142857143,0.0001542857142857143,0.00010285714285714284,0.00010285714285714284,5.142857142857142e-05,5.142857142857142e-05,0.0,0.0,0.00108,0.0,0.0,0.0,0.000864,0.0015119999999999999,0.0019439999999999998,0.0024000000000000002,0.00264,0.0024000000000000002,0.00216,0.00504,0.00288,0.003959999999999999,0.0037199999999999998,0.00456,0.03408
5,5.0,255923.51242729925,306286.4381552523,308824.03586328845,296670.08213474916,313942.78045460425,355683.5097941641,350780.43966170226,360780.24287135043,346473.33426670736,314371.52847029036,355792.6538176936,368870.1396922577,359618.4080872517,356959.71424398816,874313.691803066,5525290.511743666,0.2759441773645339,0.32640209841626666,0.5171056658920661,0.44895335144944093,0.5364783375840719,0.6411433682338361,0.6524653267995754,0.7436089579998579,0.7194485277888457,0.630294544034386,0.6164760043616433,0.40985671507411153,0.2740263323024692,0.1477023052444911,0.16205769470176104,7.101963407247355,0.14953172399997985,0.16835779198593062,0.30461434579900304,0.30737829023174174,0.4314608002451124,0.5325861412808666,0.5642904659844714,0.6322451031376678,0.5938532473021103,0.526714780789545,0.4672839916076472,0.29278585652481454,0.20423683480995877,0.09290457678196748,0.09914350566896547,5.367387456149784,0.265179347760555,0.2967215133570143,0.5605655842010236,0.58424116716617,0.8471791214940176,1.0533855638563898,1.1252228856149233,1.2567701484924751,1.1736584597377806,1.0439907980701137,0.9057620645741299,0.5597923424960803,0.39468624169694577,0.17241639831923203,0.18265465156398902,10.422226288400841,0.06209679936372702,0.06708485727037321,0.14241669987197483,0.16153360927176086,0.2516062578706822,0.3164763262937868,0.3435825049137843,0.38127458837986256,0.35243151747403306,0.31452038485352,0.26242231043683745,0.1576651707335472,0.11364958136283076,0.045149129898528435,0.046995733808929276,3.0189054718041777,0.07198057776944923,0.08124736755571227,0.1637253427409934,0.19142275005237266,0.2875255463864059,0.3606189260246958,0.38966380140117324,0.43348121438649617,0.4022742094762416,0.3587849461838944,0.4285035061577249,0.2600791679025185,0.18634332883925953,0.1315166762611092,0.1380599948255945,3.8852273559636417,0.0,0.0,5.7142857142857135e-05,5.7142857142857135e-05,0.00011428571428571427,0.00011428571428571427,0.00017142857142857145,0.00017142857142857145,0.00017142857142857145,0.00011428571428571427,0.00011428571428571427,5.7142857142857135e-05,5.7142857142857135e-05,0.0,0.0,0.0012,0.0,0.0,0.0,0.0010368,0.0018143999999999999,0.0023328,0.00288,0.003168,0.00288,0.002592,0.006048,0.0034560000000000003,0.004751999999999999,0.004464,0.0054719999999999994,0.040896
6,6.0,255923.35273356887,306286.2352608968,308823.7291731615,296669.85109028773,313942.54520764534,355683.23659896886,350780.16977605014,360779.9301263622,346473.02181445487,314371.2585502718,355792.3695488652,368869.9421397632,359618.2787899367,356959.6357194212,874313.6039258223,5525287.160455477,0.3468708225759749,0.4226592759264695,0.6567651508590522,0.5392282026668549,0.6085317565780729,0.7203115315240075,0.7259537060302769,0.831873071571307,0.8134854455684626,0.709337619638221,0.7114625988423985,0.48048763319893045,0.3188309729952572,0.1795795756762947,0.1985412963370009,8.263918659988583,0.2031858695369425,0.234905108647751,0.4013871924544859,0.3796355827535956,0.5014711224300695,0.6122421414353999,0.6403232616644642,0.7214770414068061,0.6845718242649699,0.6045794727185448,0.5545449625115694,0.35505245976144334,0.2439879594005842,0.11847996017811745,0.12790966401685905,6.383753623181603,0.3642852970679764,0.4174813064788627,0.7482127701607528,0.7383063679281285,1.0210453376591813,1.2591888585775348,1.3326382301950024,1.49444816894142,1.4060828727573413,1.2466586893953198,1.1090370928148152,0.6970745234100605,0.4857808054098764,0.22372484851245908,0.23938073623170358,12.783345905540433,0.09720973898243308,0.10717471862413232,0.21267449517034345,0.23004592693743084,0.3447894755807246,0.4308473581482624,0.4639469820740448,0.5165235248134961,0.4801282752328991,0.42753263593275703,0.364443573455834,0.22232014383710952,0.15839113107485256,0.06622104304416951,0.06962321740369298,4.191872240312183,0.08829873444872052,0.10229293219190011,0.1961746784317466,0.217990182746901,0.31499665104511043,0.3927647243701614,0.4218236050938913,0.4706050706306453,0.43914482096767693,0.3907032134994814,0.47499165845441205,0.2920440420334127,0.2074726067853509,0.1529277305744759,0.1619660219923397,4.3241966732662265,0.0,0.0,5.7142857142857135e-05,5.7142857142857135e-05,0.00011428571428571427,0.00011428571428571427,0.00017142857142857145,0.00017142857142857145,0.00017142857142857145,0.00011428571428571427,0.00011428571428571427,5.7142857142857135e-05,5.7142857142857135e-05,0.0,0.0,0.0012,0.0,0.0,0.0,0.0012096000000000001,0.0021168,0.0027216,0.00336,0.0036959999999999996,0.00336,0.003024,0.007056000000000001,0.004032,0.0055439999999999994,0.005208,0.006383999999999999,0.047712
7,7.0,255923.16196468976,306285.9854581455,308823.34809808165,296669.5741951768,313942.2711863301,355682.91859721905,350779.8542928549,360779.5641649429,346472.65486211976,314370.9421914218,355792.0375286397,368869.71106427093,359618.1268591276,356959.54264236096,874313.499488297,5525283.192593678,0.4272925711081944,0.53595894046028,0.8266980280144274,0.6470912554457529,0.6965030877963712,0.8188910040322542,0.8209604018517129,0.9446334949778376,0.9317077217396884,0.8092555174799672,0.8245011842777777,0.5628102719401693,0.37224748069724606,0.21623326094391818,0.2404087400496608,9.675192960815258,0.26671409427191495,0.31653179031951145,0.520728979077775,0.46448621216578145,0.5795751245154791,0.7005594281590625,0.7244904281981226,0.8206698373649424,0.7864257126031727,0.6915894340108951,0.6529838952481821,0.4258690993907871,0.28927897309760986,0.14830040884723708,0.1616143301158007,7.549817747386273,0.4863688888131748,0.5706124323246571,0.9844122067363035,0.9231895837697722,1.220046219886716,1.4931577168724646,1.5671983450097775,1.764343453220802,1.672285078968681,1.4778745515324532,1.344608859751323,0.8578774582501089,0.5921372284662324,0.2855057802107214,0.3080689476744638,15.547686751487651,0.14402864484689656,0.16205112364134397,0.3044749112003201,0.31422735566490784,0.45273545751290767,0.5619523486834168,0.6002563149819924,0.6705317246856118,0.627004445805163,0.556963626741243,0.48498628077266825,0.30025635771682535,0.21161441876891476,0.09282396935867925,0.09848863277586162,5.582395613156753,0.10794526326961562,0.12830609765865056,0.2364361292832418,0.24973451074944025,0.3466998221614041,0.4297392208715564,0.4588171901079007,0.5134215986070443,0.48191181745356104,0.4276177487536763,0.5290033417775101,0.3293659617655595,0.2321661248892236,0.17837433652993737,0.19047038180544032,4.8400095456837615,0.0,0.0,5.7142857142857135e-05,5.7142857142857135e-05,0.00011428571428571427,0.00011428571428571427,0.00017142857142857145,0.00017142857142857145,0.00017142857142857145,0.00011428571428571427,0.00011428571428571427,5.7142857142857135e-05,5.7142857142857135e-05,0.0,0.0,0.0012,0.0,0.0,0.0,0.0013824000000000002,0.0024192,0.0031103999999999997,0.00384,0.0042239999999999995,0.00384,0.0034560000000000003,0.008064,0.004608,0.006336,0.005952,0.007295999999999999,0.054528
8,8.0,255922.9351293817,306285.68008815515,308822.8776507362,296669.2437734683,313941.9529036501,355682.5494753365,350779.48652180145,360779.13701708097,346472.22508241923,314370.5724369766,355791.65089887485,368869.4416885154,359617.949004606,356959.4328027223,874313.3759757895,5525278.510449514,0.5192140761586319,0.6696316020605217,1.032478862887602,0.7748834535904101,0.8012405525455485,0.9375857850760828,0.937994274370942,1.0827791404543463,1.0753928351668611,0.9309494633712883,0.9571090178729703,0.6581003497537039,0.4350145459489402,0.2584092761958047,0.28852101752968345,11.359304252983337,0.3410421149505795,0.4153481082981933,0.6671039328063962,0.5644928873507885,0.6685137306931002,0.8010552992282712,0.8209222544306309,0.9344397316936734,0.9037915673411746,0.7915792729667784,0.7654218635792048,0.5068650707070566,0.3414214430855901,0.18292669681292034,0.2008648631053523,8.905788837049709,0.6347157677156411,0.7619357471990919,1.2794061675613326,1.1445848562241752,1.4489720920425868,1.7610393697513453,1.835196709115761,2.073708921922044,1.9795401747306411,1.7438601124956783,1.6180685791436002,1.0459061296083099,0.7164270987373582,0.35933700198095136,0.39050352411151623,18.79320225234003,0.204614427189499,0.23493213441040117,0.42276646801530343,0.41685019088279673,0.5773420665872281,0.7118835791556325,0.7545616696741441,0.8457640468146342,0.79573317822659,0.7050342871368561,0.6265702437316654,0.3933460641151415,0.2745594051884973,0.12586130482589508,0.13463832989640262,7.224457395850687,0.131451376077337,0.16020201769191972,0.2861171567007811,0.28759199379201617,0.38337134702937253,0.47240628805937257,0.5015699433775549,0.5630168852555234,0.5316852184603151,0.47046682465276185,0.5917994886278208,0.3729019438826878,0.2610215305931599,0.20849954680599475,0.2242997554659989,5.446401316472617,0.00011897785978052248,0.00012026236627390256,0.0003976327562009489,0.0005028631462157452,0.0008840503595616687,0.0011023133018788105,0.0012654693077374024,0.0013763788023663424,0.0012684097953453081,0.0011015649672293543,0.0008876917739662807,0.0005018641540560596,0.0003887691684645881,0.000396779552141971,0.0011965920040765915,0.011509619315295498,0.0,0.0,0.0,0.0015552000000000003,0.0027216,0.0034991999999999996,0.00432,0.004751999999999999,0.00432,0.0038880000000000004,0.009072,0.005184,0.007128,0.006696,0.008207999999999998,0.061344
9,9.0,255922.66611649896,306285.308758471,308822.29969159095,296668.85041268467,313941.58338373364,355682.12119651027,350779.0579993496,360778.6385998427,346471.7219982713,314370.14051661734,355791.2009853966,368869.127997857,359617.7411213425,356959.30347786844,874313.2303071945,5525272.992563229,0.6251168261193893,0.8276916284875141,1.281046163456666,0.9258762334073957,0.9246758242252316,1.078422814624021,1.078979562908607,1.248815399311637,1.2473707308382866,1.0766739449140184,1.1120052448873115,0.7683924650736098,0.5083959609620853,0.30711420980729354,0.3440181356753522,13.354595144698418,0.42751269825950505,0.5340361864057446,0.8457937207259858,0.6824883210945439,0.7709031114973458,0.9169779543827558,0.9333307429015822,1.0670230705814445,1.0408007452692705,0.9081114950853899,0.8947303502864019,0.5998112641798291,0.4017540195179596,0.22304735427589958,0.24642019747176352,10.492741231935423,0.8133205751783238,0.9984190696240959,1.6454193571203801,1.4091209229120025,1.7131651846783673,2.069160173929637,2.143476584232506,2.430513321725369,2.335931812113009,2.0514812396139694,1.9357843633971177,1.2654468339150555,0.8616830875836683,0.4470839190687495,0.4887944200187597,22.60880086511101,0.28125397661765983,0.3295137140498626,0.5734685247956767,0.5412227609296419,0.7210373305464821,0.8834027206468633,0.9296903444601624,1.0455616873442728,0.9898302525723764,0.8746979427349961,0.7922790082882398,0.503798413764827,0.348728677176042,0.16636056759938778,0.17925447234933845,9.16010039387583,0.15945503329758237,0.19907044394678775,0.34713843278158363,0.332669207979572,0.4258689776002529,0.5217660313129232,0.5511458351778634,0.6206467518978367,0.5897548307690351,0.5203370703841685,0.6648623348856961,0.42366529448474577,0.29473820638090886,0.24406757925312156,0.26431670928586115,6.159502739437938,0.00036013742762072546,0.000370110778672542,0.0010220060181880372,0.0012804798111925976,0.002180465321380348,0.0027559352812539296,0.00308269423670285,0.0033834348213355263,0.0031042827044140786,0.0027505294407014916,0.0022071486383235615,0.0012727325141391682,0.0009560492402278849,0.0011159687837702977,0.0033942912443951064,0.029236266262318143,0.0,0.0,0.0,0.0017280000000000004,0.0030239999999999998,0.0038879999999999995,0.0048000000000000004,0.005279999999999999,0.0048000000000000004,0.00432,0.01008,0.00576,0.00792,0.0074399999999999996,0.009119999999999998,0.06816000000000001
